state,Station,District,District LGD Code,Latitude,Longitude,hour,rainfall_mm,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,flood_soon,flood_event_id,rainfall_12h,rainfall_48h,rainfall_72h,rainfall_6h_max,rainfall_24h_max,month,hour_of_day,is_monsoon,hours_since_prev
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-01 02:00:00,26.0,1.0,1.0,1.0,13.0,0,,36.0,154.0,335.0,5.0,12.0,4,2,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-01 03:00:00,10.0,5.0,6.0,6.0,18.0,0,,61.0,178.0,358.0,26.0,26.0,4,3,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-01 20:00:00,2.0,1.0,1.0,1.0,43.0,0,,69.0,192.0,360.0,26.0,26.0,4,20,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-01 21:00:00,4.0,10.0,11.0,11.0,53.0,0,,68.0,193.0,351.0,26.0,26.0,4,21,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-02 09:00:00,1.0,6.0,7.0,8.0,28.0,0,,68.0,186.0,327.0,10.0,26.0,4,9,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-02 10:00:00,1.0,1.0,7.0,9.0,29.0,0,,66.0,186.0,326.0,10.0,26.0,4,10,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-02 11:00:00,1.0,1.0,8.0,10.0,30.0,0,,64.0,186.0,324.0,4.0,26.0,4,11,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-04-02 12:00:00,6.0,1.0,3.0,10.0,31.0,0,,63.0,186.0,323.0,4.0,26.0,4,12,0,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-06 07:00:00,59.0,4.0,4.0,4.0,4.0,0,,64.0,186.0,313.0,6.0,26.0,7,7,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-06 08:00:00,2.0,1.0,5.0,5.0,5.0,0,,97.0,244.0,369.0,59.0,59.0,7,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-20 17:00:00,3.0,33.0,33.0,33.0,33.0,0,,86.0,232.0,368.0,59.0,59.0,7,17,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-21 05:00:00,14.0,1.0,1.0,1.0,46.0,0,,97.0,230.0,340.0,10.0,59.0,7,5,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-21 06:00:00,7.0,10.0,11.0,11.0,56.0,0,,110.0,240.0,349.0,14.0,59.0,7,6,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-21 07:00:00,1.0,14.0,25.0,25.0,70.0,0,,116.0,246.0,352.0,14.0,59.0,7,7,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-21 08:00:00,1.0,7.0,31.0,32.0,77.0,0,,116.0,246.0,352.0,14.0,59.0,7,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-22 03:00:00,5.0,2.0,2.0,2.0,36.0,0,,121.0,253.0,339.0,14.0,59.0,7,3,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-22 04:00:00,1.0,11.0,13.0,13.0,47.0,0,,67.0,257.0,342.0,14.0,59.0,7,4,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-22 08:00:00,1.0,1.0,2.0,20.0,22.0,0,,70.0,259.0,342.0,11.0,59.0,7,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-25 23:00:00,1.0,1.0,1.0,1.0,1.0,0,,83.0,290.0,366.0,34.0,59.0,7,23,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 02:00:00,10.0,20.0,20.0,20.0,20.0,0,,120.0,342.0,422.0,57.0,59.0,7,2,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 03:00:00,8.0,57.0,77.0,77.0,77.0,0,,129.0,351.0,431.0,57.0,59.0,7,3,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 04:00:00,12.0,10.0,87.0,87.0,87.0,0,,136.0,358.0,433.0,57.0,59.0,7,4,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 05:00:00,2.0,8.0,75.0,95.0,95.0,0,,137.0,358.0,444.0,57.0,59.0,7,5,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 06:00:00,3.0,12.0,30.0,107.0,107.0,0,,134.0,359.0,445.0,57.0,57.0,7,6,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 10:00:00,17.0,49.0,52.0,74.0,161.0,0,,152.0,371.0,454.0,21.0,57.0,7,10,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-28 11:00:00,6.0,21.0,70.0,87.0,182.0,0,,168.0,385.0,469.0,21.0,57.0,7,11,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-28 11:00:00,3.0,2.0,60.0,135.0,136.0,0,,252.0,484.0,640.0,63.0,71.0,7,11,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-28 12:00:00,1.0,1.0,14.0,134.0,136.0,0,,184.0,485.0,639.0,47.0,71.0,7,12,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 06:00:00,16.0,85.0,85.0,85.0,85.0,0,,186.0,504.0,680.0,44.0,71.0,7,6,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 07:00:00,24.0,44.0,129.0,129.0,129.0,0,,201.0,514.0,693.0,44.0,71.0,7,7,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 08:00:00,4.0,16.0,145.0,145.0,145.0,0,,223.0,537.0,716.0,44.0,71.0,7,8,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 09:00:00,2.0,24.0,84.0,169.0,169.0,0,,226.0,540.0,717.0,44.0,71.0,7,9,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 10:00:00,1.0,4.0,44.0,173.0,173.0,0,,165.0,541.0,717.0,44.0,71.0,7,10,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 14:00:00,1.0,3.0,4.0,34.0,179.0,0,,112.0,450.0,702.0,24.0,71.0,7,14,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-30 23:00:00,66.0,7.0,7.0,7.0,190.0,0,,120.0,454.0,721.0,20.0,71.0,7,23,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 00:00:00,24.0,20.0,27.0,27.0,210.0,0,,185.0,518.0,768.0,66.0,71.0,7,0,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 01:00:00,15.0,66.0,93.0,93.0,276.0,0,,206.0,541.0,786.0,66.0,66.0,7,1,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 02:00:00,11.0,24.0,110.0,117.0,300.0,0,,220.0,555.0,797.0,66.0,66.0,7,2,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 03:00:00,5.0,15.0,105.0,132.0,315.0,0,,187.0,562.0,805.0,66.0,66.0,7,3,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 04:00:00,5.0,11.0,50.0,143.0,326.0,0,,176.0,564.0,772.0,66.0,66.0,7,4,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 04:00:00,4.0,41.0,41.0,41.0,41.0,0,,158.0,406.0,482.0,21.0,57.0,7,4,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 05:00:00,4.0,5.0,31.0,141.0,331.0,0,,157.0,558.0,775.0,66.0,66.0,7,5,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 06:00:00,5.0,5.0,21.0,126.0,251.0,0,,157.0,555.0,751.0,24.0,66.0,7,6,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 07:00:00,2.0,4.0,14.0,64.0,211.0,0,,160.0,559.0,750.0,15.0,66.0,7,7,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 08:00:00,20.0,5.0,14.0,45.0,200.0,0,,161.0,559.0,745.0,11.0,66.0,7,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 08:00:00,1.0,1.0,5.0,66.0,66.0,0,,163.0,409.0,473.0,21.0,57.0,7,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 09:00:00,93.0,3.0,4.0,69.0,69.0,0,,107.0,407.0,473.0,20.0,57.0,7,9,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 09:00:00,1.0,2.0,11.0,32.0,178.0,0,,178.0,574.0,764.0,20.0,66.0,7,9,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 10:00:00,31.0,1.0,5.0,29.0,70.0,0,,190.0,498.0,565.0,93.0,93.0,7,10,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 11:00:00,2.0,93.0,97.0,102.0,163.0,0,,213.0,528.0,594.0,93.0,93.0,7,11,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 12:00:00,2.0,31.0,125.0,129.0,194.0,0,,203.0,525.0,593.0,93.0,93.0,7,12,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 13:00:00,1.0,2.0,126.0,131.0,196.0,0,,203.0,501.0,594.0,93.0,93.0,7,13,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 14:00:00,1.0,2.0,35.0,132.0,198.0,0,,201.0,492.0,593.0,93.0,93.0,7,14,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 14:00:00,3.0,2.0,2.0,25.0,191.0,0,,160.0,575.0,764.0,20.0,66.0,7,14,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 15:00:00,1.0,2.0,4.0,25.0,190.0,0,,97.0,577.0,766.0,20.0,66.0,7,15,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 19:00:00,49.0,2.0,3.0,10.0,195.0,0,,60.0,575.0,749.0,20.0,66.0,7,19,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-07-31 19:00:00,39.0,2.0,5.0,12.0,177.0,0,,29.0,452.0,652.0,4.0,53.0,7,19,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-07-31 20:00:00,18.0,4.0,7.0,14.0,181.0,0,,65.0,490.0,689.0,39.0,53.0,7,20,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 20:00:00,26.0,1.0,3.0,9.0,196.0,0,,98.0,621.0,789.0,49.0,66.0,7,20,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-07-31 21:00:00,86.0,39.0,45.0,51.0,220.0,0,,82.0,507.0,703.0,39.0,53.0,7,21,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 21:00:00,55.0,49.0,52.0,56.0,245.0,0,,119.0,634.0,809.0,49.0,66.0,7,21,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-07-31 22:00:00,34.0,18.0,61.0,66.0,238.0,0,,167.0,588.0,788.0,86.0,86.0,7,22,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 22:00:00,5.0,1.0,2.0,2.0,202.0,0,,165.0,482.0,592.0,31.0,93.0,7,22,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 22:00:00,144.0,26.0,76.0,79.0,271.0,0,,169.0,683.0,863.0,55.0,66.0,7,22,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-07-31 23:00:00,8.0,1.0,2.0,3.0,203.0,0,,164.0,483.0,594.0,5.0,93.0,7,23,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-07-31 23:00:00,12.0,55.0,130.0,133.0,319.0,0,,309.0,824.0,1006.0,144.0,144.0,7,23,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 00:00:00,5.0,144.0,225.0,277.0,443.0,0,,316.0,835.0,1017.0,144.0,144.0,8,0,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-01 00:00:00,2.0,5.0,7.0,8.0,208.0,0,,152.0,490.0,600.0,8.0,93.0,8,0,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-01 01:00:00,4.0,8.0,14.0,16.0,216.0,0,,150.0,491.0,601.0,8.0,93.0,8,1,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 01:00:00,8.0,12.0,211.0,287.0,389.0,0,,319.0,839.0,971.0,144.0,144.0,8,1,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 02:00:00,4.0,5.0,161.0,291.0,370.0,0,,307.0,844.0,935.0,144.0,144.0,8,2,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-01 02:00:00,2.0,2.0,15.0,17.0,218.0,0,,151.0,494.0,600.0,8.0,93.0,8,2,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 03:00:00,1.0,8.0,25.0,250.0,363.0,0,,310.0,842.0,923.0,144.0,144.0,8,3,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 07:00:00,1.0,2.0,3.0,20.0,345.0,0,,307.0,841.0,922.0,12.0,144.0,8,7,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 11:00:00,14.0,5.0,6.0,9.0,324.0,0,,309.0,746.0,924.0,8.0,144.0,8,11,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 12:00:00,1.0,3.0,8.0,12.0,327.0,0,,274.0,745.0,934.0,14.0,144.0,8,12,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-01 13:00:00,2.0,7.0,7.0,7.0,200.0,0,,196.0,622.0,810.0,86.0,86.0,8,13,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 13:00:00,8.0,14.0,22.0,24.0,341.0,0,,249.0,745.0,932.0,14.0,144.0,8,13,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 14:00:00,8.0,1.0,18.0,24.0,340.0,0,,202.0,751.0,929.0,14.0,144.0,8,14,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-01 14:00:00,13.0,3.0,10.0,10.0,201.0,0,,196.0,606.0,811.0,86.0,86.0,8,14,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-01 15:00:00,20.0,2.0,12.0,12.0,201.0,0,,207.0,603.0,821.0,86.0,86.0,8,15,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 15:00:00,14.0,8.0,23.0,31.0,346.0,0,,66.0,758.0,930.0,14.0,144.0,8,15,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-01 16:00:00,1.0,8.0,17.0,39.0,351.0,0,,68.0,709.0,943.0,14.0,144.0,8,16,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-01 16:00:00,1.0,13.0,18.0,25.0,211.0,0,,224.0,609.0,836.0,86.0,86.0,8,16,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-04 10:00:00,4.0,56.0,56.0,56.0,56.0,0,,89.0,686.0,970.0,33.0,144.0,8,10,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-04 10:00:00,7.0,58.0,58.0,58.0,58.0,0,,283.0,659.0,856.0,61.0,86.0,8,10,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-04 11:00:00,2.0,33.0,89.0,89.0,89.0,0,,89.0,679.0,973.0,33.0,144.0,8,11,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-04 11:00:00,3.0,61.0,119.0,119.0,119.0,0,,288.0,662.0,850.0,61.0,86.0,8,11,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-04 12:00:00,2.0,4.0,93.0,93.0,93.0,0,,90.0,679.0,974.0,33.0,144.0,8,12,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-04 12:00:00,6.0,15.0,30.0,30.0,30.0,0,,52.0,513.0,613.0,24.0,93.0,8,12,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-04 12:00:00,2.0,7.0,126.0,126.0,126.0,0,,287.0,664.0,852.0,61.0,86.0,8,12,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-04 13:00:00,1.0,2.0,39.0,95.0,95.0,0,,91.0,680.0,975.0,33.0,144.0,8,13,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 09:00:00,3.0,6.0,6.0,6.0,6.0,0,,234.0,585.0,777.0,61.0,86.0,8,9,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 10:00:00,3.0,2.0,8.0,8.0,8.0,0,,151.0,577.0,776.0,61.0,86.0,8,10,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 11:00:00,11.0,3.0,11.0,11.0,11.0,0,,120.0,577.0,778.0,7.0,86.0,8,11,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 12:00:00,6.0,3.0,8.0,14.0,14.0,0,,128.0,585.0,788.0,11.0,86.0,8,12,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 13:00:00,1.0,11.0,17.0,25.0,25.0,0,,132.0,585.0,793.0,11.0,86.0,8,13,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-06 14:00:00,1.0,6.0,20.0,31.0,31.0,0,,120.0,584.0,793.0,11.0,86.0,8,14,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-08 02:00:00,1.0,20.0,20.0,20.0,20.0,0,,58.0,461.0,613.0,24.0,93.0,8,2,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-08 03:00:00,1.0,3.0,23.0,23.0,23.0,0,,58.0,461.0,610.0,24.0,93.0,8,3,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-08 04:00:00,6.0,3.0,11.0,21.0,21.0,0,,60.0,578.0,798.0,13.0,86.0,8,4,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-08 05:00:00,4.0,13.0,16.0,34.0,34.0,0,,59.0,562.0,798.0,13.0,86.0,8,5,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-08 05:00:00,6.0,8.0,8.0,19.0,20.0,0,,87.0,646.0,982.0,7.0,144.0,8,5,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-10 11:00:00,4.0,7.0,13.0,13.0,13.0,0,,52.0,454.0,610.0,6.0,93.0,8,11,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-10 12:00:00,3.0,6.0,13.0,19.0,19.0,0,,54.0,448.0,613.0,6.0,93.0,8,12,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-10 13:00:00,4.0,4.0,17.0,23.0,23.0,0,,53.0,437.0,613.0,6.0,93.0,8,13,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-10 14:00:00,4.0,3.0,13.0,26.0,26.0,0,,55.0,434.0,614.0,6.0,93.0,8,14,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-10 15:00:00,1.0,4.0,11.0,24.0,30.0,0,,58.0,437.0,616.0,6.0,31.0,8,15,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-14 03:00:00,45.0,2.0,2.0,2.0,2.0,0,,98.0,642.0,1001.0,32.0,33.0,8,3,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-14 03:00:00,24.0,6.0,6.0,6.0,6.0,0,,77.0,551.0,816.0,20.0,61.0,8,3,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 03:00:00,2.0,1.0,1.0,1.0,1.0,0,,35.0,427.0,612.0,4.0,24.0,8,3,1,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2022-08-14 04:00:00,42.0,32.0,34.0,34.0,34.0,0,,142.0,686.0,1045.0,45.0,45.0,8,4,1,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2022-08-14 04:00:00,34.0,20.0,26.0,26.0,26.0,0,,98.0,572.0,838.0,24.0,61.0,8,4,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 04:00:00,1.0,1.0,2.0,2.0,2.0,0,,31.0,424.0,588.0,4.0,24.0,8,4,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 05:00:00,1.0,2.0,4.0,4.0,4.0,0,,29.0,424.0,579.0,4.0,24.0,8,5,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 06:00:00,1.0,1.0,4.0,5.0,5.0,0,,29.0,420.0,570.0,4.0,24.0,8,6,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 07:00:00,1.0,1.0,4.0,6.0,6.0,0,,29.0,420.0,569.0,2.0,24.0,8,7,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 08:00:00,1.0,1.0,3.0,7.0,7.0,0,,29.0,419.0,566.0,2.0,24.0,8,8,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 09:00:00,2.0,1.0,3.0,7.0,8.0,0,,24.0,386.0,566.0,2.0,24.0,8,9,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 10:00:00,2.0,1.0,3.0,7.0,9.0,0,,22.0,387.0,567.0,2.0,24.0,8,10,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 11:00:00,3.0,2.0,4.0,7.0,11.0,0,,21.0,388.0,568.0,2.0,24.0,8,11,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 12:00:00,2.0,2.0,5.0,8.0,13.0,0,,20.0,334.0,570.0,3.0,24.0,8,12,1,1.0
Assam,Nalbari WRD Office,NALBARI,298,26.45472222,91.44805556,2022-08-14 13:00:00,1.0,3.0,7.0,10.0,16.0,0,,18.0,326.0,571.0,3.0,24.0,8,13,1,1.0
